model,recording,joint,units,minimum,maximum,source,source_sha256
V2,rest,FR:theta_Part005,signed CAD degrees,0.258766,22.604514,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RL:h_Part002,signed CAD degrees,-0.000154,0.000000,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RL:alpha_Part006,signed CAD degrees,-22.820481,6.263958,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RL:theta_Part005,signed CAD degrees,-0.852040,22.604489,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RR:h_Part002,signed CAD degrees,-0.000009,0.000002,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RR:alpha_Part006,signed CAD degrees,-22.820632,1.920847,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,RR:theta_Part005,signed CAD degrees,-3.897820,22.604448,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,wave,FL:h_Part002,signed CAD degrees,-0.000001,0.000002,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,FL:alpha_Part006,signed CAD degrees,-27.499994,1.920826,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,FL:theta_Part005,signed CAD degrees,-6.676877,17.127263,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,FR:h_Part002,signed CAD degrees,-0.000008,0.000004,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,FR:alpha_Part006,signed CAD degrees,-30.529359,1.920816,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,FR:theta_Part005,signed CAD degrees,-16.774611,1.545805,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RL:h_Part002,signed CAD degrees,-83.000000,0.000008,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RL:alpha_Part006,signed CAD degrees,-15.000000,51.000000,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RL:theta_Part005,signed CAD degrees,-25.000000,40.000000,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RR:h_Part002,signed CAD degrees,-0.000000,0.000003,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RR:alpha_Part006,signed CAD degrees,-6.546664,5.963324,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,wave,RR:theta_Part005,signed CAD degrees,-21.360507,0.443382,Slave/software/models/v2-12servo/motions/gestures/wave/source.json,e051a59136d8d75461c3595477932f49001b433f9df1fb8f040fe4b838ae07b9
V2,dance,FL:h_Part002,signed CAD degrees,-16.964567,15.863127,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,FL:alpha_Part006,signed CAD degrees,-21.437744,1.920714,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,FL:theta_Part005,signed CAD degrees,-15.070058,1.531203,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,FR:h_Part002,signed CAD degrees,-15.600201,17.566235,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,FR:alpha_Part006,signed CAD degrees,-39.891505,1.920703,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,FR:theta_Part005,signed CAD degrees,-28.546155,4.644069,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RL:h_Part002,signed CAD degrees,-8.109150,8.533544,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RL:alpha_Part006,signed CAD degrees,-25.105100,1.920730,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RL:theta_Part005,signed CAD degrees,-18.361925,0.859257,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RR:h_Part002,signed CAD degrees,-8.461483,8.192141,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RR:alpha_Part006,signed CAD degrees,-23.738079,1.920721,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,dance,RR:theta_Part005,signed CAD degrees,-16.129133,0.443372,Slave/software/models/v2-12servo/motions/gestures/dance/source.json,059cb599dc8fd29d9d44cd157d0e6929ff03f4a3751be4e41a6ac4724d1bafde
V2,swim,FL:h_Part002,signed CAD degrees,-76.333246,-0.000000,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,FL:alpha_Part006,signed CAD degrees,-24.598797,36.677170,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,FL:theta_Part005,signed CAD degrees,-12.840006,15.754719,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,FR:h_Part002,signed CAD degrees,-76.333256,0.000000,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,FR:alpha_Part006,signed CAD degrees,-24.598820,36.677145,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,FR:theta_Part005,signed CAD degrees,-12.840018,15.754708,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RL:h_Part002,signed CAD degrees,-73.439425,0.000006,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RL:alpha_Part006,signed CAD degrees,-25.511413,35.971283,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RL:theta_Part005,signed CAD degrees,-13.614223,15.342565,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RR:h_Part002,signed CAD degrees,-73.439437,0.000001,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RR:alpha_Part006,signed CAD degrees,-25.511450,35.971245,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,swim,RR:theta_Part005,signed CAD degrees,-13.614256,15.342542,Slave/software/models/v2-12servo/motions/gestures/swim/source.json,5c65ee82bf6a18f05085b0b9c4a5fec08206050957092469ed86d664591acc3b
V2,point,FL:h_Part002,signed CAD degrees,-6.265537,-0.000000,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,FL:alpha_Part006,signed CAD degrees,-7.351558,1.920852,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,FL:theta_Part005,signed CAD degrees,-0.897808,8.731357,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,FR:h_Part002,signed CAD degrees,-0.000000,10.170384,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,FR:alpha_Part006,signed CAD degrees,-31.097419,1.920842,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,FR:theta_Part005,signed CAD degrees,-8.310615,0.443401,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RL:h_Part002,signed CAD degrees,-56.114946,8.000023,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RL:alpha_Part006,signed CAD degrees,-8.555312,135.371044,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RL:theta_Part005,signed CAD degrees,-128.113331,11.857948,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RR:h_Part002,signed CAD degrees,-0.000000,3.912781,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RR:alpha_Part006,signed CAD degrees,-6.690773,1.920860,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,point,RR:theta_Part005,signed CAD degrees,-0.731504,4.930525,Slave/software/models/v2-12servo/motions/gestures/point/source.json,27ababa8e086f6feb73081a8bc752ca0233ab35c5a7fd672ee9e51a4c6c60a9e
V2,nod,FL:h_Part002,signed CAD degrees,-3.640515,-0.000000,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,FL:alpha_Part006,signed CAD degrees,-17.974317,5.803823,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,FL:theta_Part005,signed CAD degrees,-20.401696,0.443371,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,FR:h_Part002,signed CAD degrees,-0.000000,4.565225,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,FR:alpha_Part006,signed CAD degrees,-36.636686,1.920703,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,FR:theta_Part005,signed CAD degrees,-28.389282,0.443368,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RL:h_Part002,signed CAD degrees,-4.959300,0.000007,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RL:alpha_Part006,signed CAD degrees,-31.415586,21.103804,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RL:theta_Part005,signed CAD degrees,-15.976284,0.443374,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RR:h_Part002,signed CAD degrees,-0.000000,6.579369,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RR:alpha_Part006,signed CAD degrees,-67.088130,14.213900,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,nod,RR:theta_Part005,signed CAD degrees,-53.296319,0.443372,Slave/software/models/v2-12servo/motions/gestures/nod/source.json,a5ab9286250e9cbd319de4dc953ca8d2d948c7e24755316cd7ec2116f6d93cdc
V2,pushup,FL:h_Part002,signed CAD degrees,-0.000007,-0.000000,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,FL:alpha_Part006,signed CAD degrees,-79.022983,1.920714,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,FL:theta_Part005,signed CAD degrees,-72.792127,0.443371,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,FR:h_Part002,signed CAD degrees,-0.000002,0.000014,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,FR:alpha_Part006,signed CAD degrees,-79.023025,1.920703,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,FR:theta_Part005,signed CAD degrees,-72.792159,0.443368,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RL:h_Part002,signed CAD degrees,0.000000,0.000008,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RL:alpha_Part006,signed CAD degrees,-26.127402,15.667173,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RL:theta_Part005,signed CAD degrees,-21.765564,0.443374,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RR:h_Part002,signed CAD degrees,-0.000000,0.000005,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RR:alpha_Part006,signed CAD degrees,-26.127413,15.667163,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,pushup,RR:theta_Part005,signed CAD degrees,-21.765573,0.443372,Slave/software/models/v2-12servo/motions/gestures/pushup/source.json,58aa76bdf77a212570bd3f0f232ab41cbc471beff74f16da6b3e6281372b1b61
V2,bow,FL:h_Part002,signed CAD degrees,-0.000005,-0.000000,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,FL:alpha_Part006,signed CAD degrees,-5.451771,42.621271,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,FL:theta_Part005,signed CAD degrees,-1.944160,31.038660,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,FR:h_Part002,signed CAD degrees,-0.000004,0.000005,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,FR:alpha_Part006,signed CAD degrees,-5.451775,42.621264,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,FR:theta_Part005,signed CAD degrees,-1.944150,31.038677,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RL:h_Part002,signed CAD degrees,0.000000,0.000005,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RL:alpha_Part006,signed CAD degrees,-5.451760,120.000000,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RL:theta_Part005,signed CAD degrees,-1.944156,101.294998,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RR:h_Part002,signed CAD degrees,-0.000000,0.000002,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RR:alpha_Part006,signed CAD degrees,-5.451770,120.000000,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,bow,RR:theta_Part005,signed CAD degrees,-1.944163,101.294998,Slave/software/models/v2-12servo/motions/gestures/bow/source.json,1b313035a9ec4f92b88bece1b072ef3d28d64dcdb12ca42756d9f93c85ab6d95
V2,cute,FL:h_Part002,signed CAD degrees,-76.394812,-0.000000,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,FL:alpha_Part006,signed CAD degrees,-23.960150,24.170739,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,FL:theta_Part005,signed CAD degrees,-15.575040,6.223109,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,FR:h_Part002,signed CAD degrees,-76.394822,0.000000,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,FR:alpha_Part006,signed CAD degrees,-23.960172,24.170721,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,FR:theta_Part005,signed CAD degrees,-15.575052,6.223109,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RL:h_Part002,signed CAD degrees,-76.177994,0.000006,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RL:alpha_Part006,signed CAD degrees,-15.394849,24.170757,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RL:theta_Part005,signed CAD degrees,-10.690327,6.223121,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RR:h_Part002,signed CAD degrees,-76.178005,0.000001,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RR:alpha_Part006,signed CAD degrees,-15.394877,24.170737,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,cute,RR:theta_Part005,signed CAD degrees,-10.690351,6.223108,Slave/software/models/v2-12servo/motions/gestures/cute/source.json,9cebddc53e40d021986610b7aa5c6848046545c2ea49a0f931183fb8ea6df0a3
V2,freaky,FL:h_Part002,signed CAD degrees,-0.000000,6.181058,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,FL:alpha_Part006,signed CAD degrees,-36.959640,1.920714,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,FL:theta_Part005,signed CAD degrees,-14.673378,0.443371,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,FR:h_Part002,signed CAD degrees,-5.778656,-0.000000,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,FR:alpha_Part006,signed CAD degrees,-25.699517,1.920703,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,FR:theta_Part005,signed CAD degrees,-4.382417,0.443384,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RL:h_Part002,signed CAD degrees,0.000000,6.181073,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RL:alpha_Part006,signed CAD degrees,-36.959621,1.920730,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RL:theta_Part005,signed CAD degrees,-14.673352,0.443374,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RR:h_Part002,signed CAD degrees,-71.078112,-0.000000,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RR:alpha_Part006,signed CAD degrees,-25.699516,1.920721,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,freaky,RR:theta_Part005,signed CAD degrees,-36.126701,0.443372,Slave/software/models/v2-12servo/motions/gestures/freaky/source.json,8145723c6aec3dd9193c0538c1195466eddf5978815ab2096b84055955420d0b
V2,worm,FL:h_Part002,signed CAD degrees,-0.000000,0.000005,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,FL:alpha_Part006,signed CAD degrees,-46.073868,13.335352,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,FL:theta_Part005,signed CAD degrees,-34.160293,16.640490,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,FR:h_Part002,signed CAD degrees,-0.000000,0.000011,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,FR:alpha_Part006,signed CAD degrees,-46.073902,13.335342,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,FR:theta_Part005,signed CAD degrees,-34.160328,16.640490,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RL:h_Part002,signed CAD degrees,-0.000005,0.000000,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RL:alpha_Part006,signed CAD degrees,-45.401414,2.479001,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RL:theta_Part005,signed CAD degrees,-24.573564,1.361966,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RR:h_Part002,signed CAD degrees,-0.000001,0.000009,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RR:alpha_Part006,signed CAD degrees,-45.401470,2.478992,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,worm,RR:theta_Part005,signed CAD degrees,-24.573626,1.361957,Slave/software/models/v2-12servo/motions/gestures/worm/source.json,1d5a14a2aaaa590556fe80c34dbba3dcf154ce09a99f1edb99cff8cc678c59e3
V2,shake,FL:h_Part002,signed CAD degrees,-0.000007,-0.000000,Slave/software/models/v2-12servo/motions/gestures/shake/source.json,905aa48065d1110f669a0e3b7c6385e12f3b7a6e4f8463c55d62fc5ea52f621f
