model,recording,joint,units,minimum,maximum,source,source_sha256
V1,nod,3,logical degrees,135.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,nod,4,logical degrees,0.0,0.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,nod,5,logical degrees,104.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,nod,6,logical degrees,0.0,76.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,nod,7,logical degrees,180.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,0,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,1,logical degrees,20.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,2,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,3,logical degrees,135.0,160.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,4,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,5,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,6,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,celebrate,7,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,0,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,1,logical degrees,45.0,60.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,2,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,3,logical degrees,120.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,4,logical degrees,0.0,37.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,5,logical degrees,72.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,6,logical degrees,0.0,108.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,stretch,7,logical degrees,142.5,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,0,logical degrees,85.0,150.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,1,logical degrees,30.0,60.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,2,logical degrees,30.0,95.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,3,logical degrees,120.0,150.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,4,logical degrees,0.0,25.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,5,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,6,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,macarena,7,logical degrees,160.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,0,logical degrees,115.0,150.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,1,logical degrees,45.0,65.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,2,logical degrees,25.0,65.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,3,logical degrees,115.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,4,logical degrees,0.0,35.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,5,logical degrees,130.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,6,logical degrees,0.0,50.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,salsa,7,logical degrees,145.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,0,logical degrees,135.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,1,logical degrees,45.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,2,logical degrees,45.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,3,logical degrees,135.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,4,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,5,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,6,logical degrees,0.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,surprised,7,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,0,logical degrees,135.0,172.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,1,logical degrees,45.0,52.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,2,logical degrees,7.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,3,logical degrees,127.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,4,logical degrees,0.0,15.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,5,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,6,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,sad,7,logical degrees,165.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,0,logical degrees,112.5,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,1,logical degrees,22.5,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,2,logical degrees,22.5,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,3,logical degrees,112.5,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,curious,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,0,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,1,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,2,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,3,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_45,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,0,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,1,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,2,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,3,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_45,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,0,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,1,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,2,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,3,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_90,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,0,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,1,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,2,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,3,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_90,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,0,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,1,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,2,logical degrees,45.0,67.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,3,logical degrees,135.0,157.5,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_left_180,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,0,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,1,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,2,logical degrees,22.5,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,3,logical degrees,112.5,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,4,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,5,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,6,logical degrees,0.0,26.2,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,turn_right_180,7,logical degrees,153.8,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,0,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,1,logical degrees,45.0,100.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,2,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,3,logical degrees,90.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,4,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,5,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,6,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,walk_slow,7,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,0,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,1,logical degrees,45.0,100.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,2,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,3,logical degrees,90.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,4,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,5,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,6,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,run,7,logical degrees,135.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,0,logical degrees,112.5,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,1,logical degrees,22.5,100.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,2,logical degrees,0.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,3,logical degrees,90.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,4,logical degrees,0.0,80.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,5,logical degrees,90.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,6,logical degrees,0.0,90.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_one,7,logical degrees,35.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,0,logical degrees,135.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,1,logical degrees,45.0,80.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,2,logical degrees,45.0,45.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,3,logical degrees,100.0,135.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,4,logical degrees,0.0,65.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,5,logical degrees,180.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,6,logical degrees,0.0,0.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V1,number_two,7,logical degrees,115.0,180.0,Slave/software/assets/seed/motions-v1.json,958986b944646471065d5bc6e3586e698b0fed0921fbe2f482f914c1d6eeb5c7
V2,sit,FL:h_Part002,signed CAD degrees,-0.000001,0.000002,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,FL:alpha_Part006,signed CAD degrees,-27.499994,1.920826,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,FL:theta_Part005,signed CAD degrees,-6.676877,17.127263,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,FR:h_Part002,signed CAD degrees,-0.000008,0.000004,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,FR:alpha_Part006,signed CAD degrees,-30.529359,1.920816,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,FR:theta_Part005,signed CAD degrees,-16.774611,1.545805,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RL:h_Part002,signed CAD degrees,0.000000,0.000008,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RL:alpha_Part006,signed CAD degrees,-6.546653,5.963328,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RL:theta_Part005,signed CAD degrees,-21.360499,0.443391,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RR:h_Part002,signed CAD degrees,-0.000000,0.000003,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RR:alpha_Part006,signed CAD degrees,-6.546664,5.963324,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,sit,RR:theta_Part005,signed CAD degrees,-21.360507,0.443382,Slave/software/models/v2-12servo/motions/gestures/sit/source.json,07e253c0c9ce6beddf64355bff7ace4fae9aa2d621bcbfb13f5282cf2cd90960
V2,rest,FL:h_Part002,signed CAD degrees,-0.000168,-0.000000,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,FL:alpha_Part006,signed CAD degrees,-22.820491,15.861707,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,FL:theta_Part005,signed CAD degrees,0.443371,22.604500,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,FR:h_Part002,signed CAD degrees,-0.000177,-0.000000,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
V2,rest,FR:alpha_Part006,signed CAD degrees,-22.820484,12.603566,Slave/software/models/v2-12servo/motions/gestures/rest/source.json,820cfae899bc33f2d8263068534b83751357cbd59624a60e9aecdceb0648d7ad
