stride_percent,motion_rate_multiplier,nominal_speed_mm_s,cycle_advance_mm,frequency_hz,period_s,duty_fraction,nominal_stance_travel_mm,rearward_bias_mm
34,2,49.65079365079366,44.68571428571429,1.1111111111111112,0.8999999999999999,0.7,31.28,10.2
34,3,74.47619047619048,44.68571428571429,1.6666666666666665,0.6000000000000001,0.7,31.28,10.2
35,0.25,6.38888888888889,46.00000000000001,0.1388888888888889,7.199999999999999,0.7,32.2,10.5
35,0.5,12.77777777777778,46.00000000000001,0.2777777777777778,3.5999999999999996,0.7,32.2,10.5
35,1,25.55555555555556,46.00000000000001,0.5555555555555556,1.7999999999999998,0.7,32.2,10.5
35,1.5,38.333333333333336,46.00000000000001,0.8333333333333333,1.2000000000000002,0.7,32.2,10.5
35,2,51.11111111111112,46.00000000000001,1.1111111111111112,0.8999999999999999,0.7,32.2,10.5
35,3,76.66666666666667,46.00000000000001,1.6666666666666665,0.6000000000000001,0.7,32.2,10.5
36,0.25,6.571428571428572,47.31428571428572,0.1388888888888889,7.199999999999999,0.7,33.12,10.8
36,0.5,13.142857142857144,47.31428571428572,0.2777777777777778,3.5999999999999996,0.7,33.12,10.8
36,1,26.28571428571429,47.31428571428572,0.5555555555555556,1.7999999999999998,0.7,33.12,10.8
36,1.5,39.42857142857143,47.31428571428572,0.8333333333333333,1.2000000000000002,0.7,33.12,10.8
36,2,52.57142857142858,47.31428571428572,1.1111111111111112,0.8999999999999999,0.7,33.12,10.8
36,3,78.85714285714286,47.31428571428572,1.6666666666666665,0.6000000000000001,0.7,33.12,10.8
37,0.25,6.753968253968255,48.62857142857143,0.1388888888888889,7.199999999999999,0.7,34.04,11.1
37,0.5,13.50793650793651,48.62857142857143,0.2777777777777778,3.5999999999999996,0.7,34.04,11.1
37,1,27.01587301587302,48.62857142857143,0.5555555555555556,1.7999999999999998,0.7,34.04,11.1
37,1.5,40.523809523809526,48.62857142857143,0.8333333333333333,1.2000000000000002,0.7,34.04,11.1
37,2,54.03174603174604,48.62857142857143,1.1111111111111112,0.8999999999999999,0.7,34.04,11.1
37,3,81.04761904761905,48.62857142857143,1.6666666666666665,0.6000000000000001,0.7,34.04,11.1
38,0.25,6.936507936507938,49.94285714285715,0.1388888888888889,7.199999999999999,0.7,34.96,11.4
38,0.5,13.873015873015875,49.94285714285715,0.2777777777777778,3.5999999999999996,0.7,34.96,11.4
38,1,27.74603174603175,49.94285714285715,0.5555555555555556,1.7999999999999998,0.7,34.96,11.4
38,1.5,41.61904761904762,49.94285714285715,0.8333333333333333,1.2000000000000002,0.7,34.96,11.4
38,2,55.4920634920635,49.94285714285715,1.1111111111111112,0.8999999999999999,0.7,34.96,11.4
38,3,83.23809523809524,49.94285714285715,1.6666666666666665,0.6000000000000001,0.7,34.96,11.4
39,0.25,7.11904761904762,51.25714285714287,0.1388888888888889,7.199999999999999,0.7,35.88,11.7
39,0.5,14.23809523809524,51.25714285714287,0.2777777777777778,3.5999999999999996,0.7,35.88,11.7
39,1,28.47619047619048,51.25714285714287,0.5555555555555556,1.7999999999999998,0.7,35.88,11.7
39,1.5,42.714285714285715,51.25714285714287,0.8333333333333333,1.2000000000000002,0.7,35.88,11.7
39,2,56.95238095238096,51.25714285714287,1.1111111111111112,0.8999999999999999,0.7,35.88,11.7
39,3,85.42857142857143,51.25714285714287,1.6666666666666665,0.6000000000000001,0.7,35.88,11.7
40,0.25,7.301587301587301,52.57142857142857,0.1388888888888889,7.199999999999999,0.7,36.8,12.0
40,0.5,14.603174603174603,52.57142857142857,0.2777777777777778,3.5999999999999996,0.7,36.8,12.0
40,1,29.206349206349206,52.57142857142857,0.5555555555555556,1.7999999999999998,0.7,36.8,12.0
40,1.5,43.8095238095238,52.57142857142857,0.8333333333333333,1.2000000000000002,0.7,36.8,12.0
40,2,58.41269841269841,52.57142857142857,1.1111111111111112,0.8999999999999999,0.7,36.8,12.0
40,3,87.6190476190476,52.57142857142857,1.6666666666666665,0.6000000000000001,0.7,36.8,12.0
41,0.25,7.484126984126984,53.885714285714286,0.1388888888888889,7.199999999999999,0.7,37.72,12.3
41,0.5,14.968253968253968,53.885714285714286,0.2777777777777778,3.5999999999999996,0.7,37.72,12.3
41,1,29.936507936507937,53.885714285714286,0.5555555555555556,1.7999999999999998,0.7,37.72,12.3
41,1.5,44.9047619047619,53.885714285714286,0.8333333333333333,1.2000000000000002,0.7,37.72,12.3
41,2,59.87301587301587,53.885714285714286,1.1111111111111112,0.8999999999999999,0.7,37.72,12.3
41,3,89.8095238095238,53.885714285714286,1.6666666666666665,0.6000000000000001,0.7,37.72,12.3
42,0.25,7.666666666666667,55.2,0.1388888888888889,7.199999999999999,0.7,38.64,12.6
42,0.5,15.333333333333334,55.2,0.2777777777777778,3.5999999999999996,0.7,38.64,12.6
42,1,30.666666666666668,55.2,0.5555555555555556,1.7999999999999998,0.7,38.64,12.6
42,1.5,46.0,55.2,0.8333333333333333,1.2000000000000002,0.7,38.64,12.6
42,2,61.333333333333336,55.2,1.1111111111111112,0.8999999999999999,0.7,38.64,12.6
42,3,92.0,55.2,1.6666666666666665,0.6000000000000001,0.7,38.64,12.6
43,0.25,7.849206349206351,56.51428571428572,0.1388888888888889,7.199999999999999,0.7,39.56,12.9
43,0.5,15.698412698412701,56.51428571428572,0.2777777777777778,3.5999999999999996,0.7,39.56,12.9
43,1,31.396825396825403,56.51428571428572,0.5555555555555556,1.7999999999999998,0.7,39.56,12.9
43,1.5,47.095238095238095,56.51428571428572,0.8333333333333333,1.2000000000000002,0.7,39.56,12.9
43,2,62.793650793650805,56.51428571428572,1.1111111111111112,0.8999999999999999,0.7,39.56,12.9
43,3,94.19047619047619,56.51428571428572,1.6666666666666665,0.6000000000000001,0.7,39.56,12.9
44,0.25,8.031746031746032,57.82857142857143,0.1388888888888889,7.199999999999999,0.7,40.48,13.2
44,0.5,16.063492063492063,57.82857142857143,0.2777777777777778,3.5999999999999996,0.7,40.48,13.2
44,1,32.12698412698413,57.82857142857143,0.5555555555555556,1.7999999999999998,0.7,40.48,13.2
44,1.5,48.19047619047619,57.82857142857143,0.8333333333333333,1.2000000000000002,0.7,40.48,13.2
44,2,64.25396825396825,57.82857142857143,1.1111111111111112,0.8999999999999999,0.7,40.48,13.2
44,3,96.38095238095238,57.82857142857143,1.6666666666666665,0.6000000000000001,0.7,40.48,13.2
45,0.25,8.214285714285715,59.142857142857146,0.1388888888888889,7.199999999999999,0.7,41.4,13.5
45,0.5,16.42857142857143,59.142857142857146,0.2777777777777778,3.5999999999999996,0.7,41.4,13.5
45,1,32.85714285714286,59.142857142857146,0.5555555555555556,1.7999999999999998,0.7,41.4,13.5
45,1.5,49.285714285714285,59.142857142857146,0.8333333333333333,1.2000000000000002,0.7,41.4,13.5
45,2,65.71428571428572,59.142857142857146,1.1111111111111112,0.8999999999999999,0.7,41.4,13.5
45,3,98.57142857142857,59.142857142857146,1.6666666666666665,0.6000000000000001,0.7,41.4,13.5
46,0.25,8.396825396825397,60.45714285714286,0.1388888888888889,7.199999999999999,0.7,42.32,13.8
46,0.5,16.793650793650794,60.45714285714286,0.2777777777777778,3.5999999999999996,0.7,42.32,13.8
