time_s,cycle_phase_unwrapped,stage,stride_percent,motion_rate_multiplier,nominal_speed_mm_s,cycle_frequency_hz,cycle_advance_mm,nominal_planted_sweep_mm,nominal_rearward_bias_mm,body_dx_mm,body_dy_mm,body_dz_mm,body_roll_rad,body_pitch_rad,body_yaw_rad,assumed_support_margin_mm,front_left_RL_h_Part002_rad,front_left_RL_alpha_Part006_rad,front_left_RL_theta_Part005_rad,front_left_RL_sole_reference_world_x_mm,front_left_RL_sole_reference_world_y_mm,front_left_RL_sole_reference_world_z_mm,front_left_RL_lowest_contact_world_x_mm,front_left_RL_lowest_contact_world_y_mm,front_left_RL_lowest_contact_world_z_mm,front_left_RL_contact_0_or_1,front_left_RL_sole_clearance_mm,front_right_RR_h_Part002_rad,front_right_RR_alpha_Part006_rad,front_right_RR_theta_Part005_rad,front_right_RR_sole_reference_world_x_mm,front_right_RR_sole_reference_world_y_mm,front_right_RR_sole_reference_world_z_mm,front_right_RR_lowest_contact_world_x_mm,front_right_RR_lowest_contact_world_y_mm,front_right_RR_lowest_contact_world_z_mm,front_right_RR_contact_0_or_1,front_right_RR_sole_clearance_mm,rear_left_FL_h_Part002_rad,rear_left_FL_alpha_Part006_rad,rear_left_FL_theta_Part005_rad,rear_left_FL_sole_reference_world_x_mm,rear_left_FL_sole_reference_world_y_mm,rear_left_FL_sole_reference_world_z_mm,rear_left_FL_lowest_contact_world_x_mm,rear_left_FL_lowest_contact_world_y_mm,rear_left_FL_lowest_contact_world_z_mm,rear_left_FL_contact_0_or_1,rear_left_FL_sole_clearance_mm,rear_right_FR_h_Part002_rad,rear_right_FR_alpha_Part006_rad,rear_right_FR_theta_Part005_rad,rear_right_FR_sole_reference_world_x_mm,rear_right_FR_sole_reference_world_y_mm,rear_right_FR_sole_reference_world_z_mm,rear_right_FR_lowest_contact_world_x_mm,rear_right_FR_lowest_contact_world_y_mm,rear_right_FR_lowest_contact_world_z_mm,rear_right_FR_contact_0_or_1,rear_right_FR_sole_clearance_mm
0.0,0.0,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.0,0.0,-1.625,0.0,0.0,0.0,-5.149421628227972,6.829228981817115e-09,0.11014198487309189,0.11076941734477737,74.10747440127682,59.4611741630362,0.11816770367143192,74.33476236483203,54.62634708394833,3.552713678800501e-14,1,3.552713678800501e-14,-3.592593345721977e-09,-0.15284531716701813,-0.3072540390915452,57.67890834846202,-59.461148713940425,0.4292194366573341,60.141621096866345,-53.83902143232719,-8.775202786637237e-12,1,-8.775202786637237e-12,-8.670141914137691e-09,-0.02910949240477851,-0.09833535898269129,-46.78241722594931,59.4611549847033,0.2025917286912602,-45.700619582296,53.83915371710775,-2.1316282072803006e-14,1,-2.1316282072803006e-14,-2.3792397109418687e-08,-0.26960886274746687,-0.49429533063546405,-62.044777268569234,-59.461145260792556,1.8390673558842607,-58.69732965963859,-61.36698749387989,1.11454046639183,0,1.11454046639183
0.004166666666664982,0.0023148148148148147,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.07605820105823954,0.009089936032239159,-1.6251586437191747,0.0001903791750698913,0.00025381205204190037,0.0,-5.994243007007694,0.0002667809510440162,0.10876978169011735,0.10921286739722139,74.1074744012768,59.46117416303622,0.11832998257916927,74.3134056070561,60.17375092065807,1.4210854715202004e-14,1,1.4210854715202004e-14,-0.0002670950429563728,-0.15406283482382968,-0.3089219930228575,57.67890834845821,-59.461148713918995,0.4322213723444861,60.14117157254706,-53.83905452427639,2.842170943040401e-14,1,2.842170943040401e-14,0.0002668183409184371,-0.029805180438516855,-0.09979029616172759,-46.782417225949295,59.46115498470341,0.20380423039695472,-45.23758206393062,55.80923859921585,-3.552713678800501e-14,1,-3.552713678800501e-14,-0.00026859962418261375,-0.27106082537178555,-0.49328844824202883,-61.892602091065015,-59.46114526079295,1.9605199966466742,-58.6137911284962,-55.02632632175519,1.2414806985575808,0,1.2414806985575808
0.008333333333329964,0.004629629629629629,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.1521164021164791,0.018177949214444628,-1.6256344406482746,0.0003807180780628506,0.0005074093537482952,0.0,-5.93284242809707,0.0005335188928435449,0.10739156143192129,0.10765380061466698,74.10747440127679,59.461174163036226,0.11856096821693285,74.3133040667519,60.173741863272234,0.0,1,0.0,-0.0005341824641289756,-0.15528560323980709,-0.310593154851473,57.678908348458165,-59.46114871391898,0.4352212148004355,60.14071946785148,-53.839087963336155,-1.4210854715202004e-14,1,-1.4210854715202004e-14,0.0005335526112991629,-0.030513002830163907,-0.10124882816862983,-46.78241722594928,59.461154984703406,0.20539592819208963,-45.237830135424815,55.80922284387756,-7.105427357601002e-15,1,-7.105427357601002e-15,-0.0005373627168121998,-0.2725219210576145,-0.4920807803422455,-61.72942417241208,-59.46114526079295,2.0875495684353567,-58.449249867294135,-55.02638155300274,1.3744119613659507,0,1.3744119613659507
0.012499999999994946,0.006944444444444444,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.22817460317471866,0.027262117103335,-1.6264269882155955,0.000570976445420946,0.0007605773364839022,0.0,-5.871442721793892,0.0008001649742620187,0.10600858885573694,0.10609206521997573,74.10747440127678,59.46117416303623,0.11879158300457959,74.31320250611083,60.17373278412115,4.973799150320701e-14,1,4.973799150320701e-14,-0.0008012101177510312,-0.1565135290587706,-0.3122677644683414,57.678908348458194,-59.46114871391899,0.4382190993452042,60.1402647496413,-53.83912174280359,2.1316282072803006e-14,1,2.1316282072803006e-14,0.0008001386219324837,-0.031225803749070757,-0.10270913484866112,-46.78241722594931,59.46115498470342,0.20698397906852506,-45.23807984798105,55.809206898524124,-1.4210854715202004e-14,1,-1.4210854715202004e-14,-0.0008062736415875291,-0.27397615229272004,-0.4906623057792392,-61.5551336889549,-59.46114526079295,2.2195681479619935,-58.27346662352234,-55.0264357066471,1.5129916803885308,0,1.5129916803885308
0.01666666666665993,0.009259259259259259,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.30423280423295823,0.03634051806904739,-1.6275356158467713,0.0007611140306224428,0.00101310179486015,0.0,-5.81004522287131,0.0010666634744930911,0.10462089952439851,0.10452733779361857,74.10747440127682,59.46117416303623,0.11902184482779887,74.31310090949722,60.173723685079885,1.4210854715202004e-14,1,1.4210854715202004e-14,-0.0010681222114416065,-0.15774651275293672,-0.31394605777585965,57.678908348458165,-59.461148713919,0.4412151621538314,60.139807384050044,-53.83915585604971,-2.842170943040401e-14,1,-2.842170943040401e-14,0.0010665209350044415,-0.03194400393386323,-0.10417164207910197,-46.782417225949295,59.461154984703406,0.2085683007760437,-45.23833117047828,55.80919076719786,-7.105427357601002e-15,1,-7.105427357601002e-15,-0.0010752916546629744,-0.27541257695968396,-0.48902589467408886,-61.36964747546358,-59.461145260792954,2.3562052650844336,-58.08636241356892,-55.0264886215209,1.6568501645771718,0,1.6568501645771718
0.020833333333324912,0.011574074074074073,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.38029100529119775,0.045411231701631624,-1.6289593855321458,0.0009510906126953989,0.0012647690679743217,0.0,-5.748651264842638,0.001332958642913594,0.1032285344170058,0.102959297649091,74.10747440127685,59.461174163036226,0.11925177177419499,74.31299926106192,60.17371456801885,2.1316282072803006e-14,1,2.1316282072803006e-14,-0.0013348629089988023,-0.1589844486885712,-0.3156282664540894,57.67890834845814,-59.46114871391899,0.44420954002310253,60.139347336517986,-53.83919029649786,-2.1316282072803006e-14,1,-2.1316282072803006e-14,0.0013326442032971873,-0.032668018439925166,-0.10563677410408581,-46.78241722594926,59.46115498470341,0.21014881533141505,-45.238584072056554,55.809174453938496,7.105427357601002e-15,1,7.105427357601002e-15,-0.0013443745685213077,-0.2768198102959706,-0.4871646044885123,-61.172908378084784,-59.46114526079296,2.4970672941622567,-57.88788497035435,-55.02654013505926,1.8055931789668804,0,1.8055931789668804
0.02499999999998989,0.013888888888888888,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.4563492063494373,0.05447233921728635,-1.630697092620422,0.0011408660047258533,0.0015153662201880097,0.0,-5.687262179675712,0.0015989947097671167,0.10183153990165898,0.10138762713356342,74.1074744012768,59.46117416303622,0.11948138210420467,74.31289754475836,60.17370543480356,-3.552713678800501e-14,1,-3.552713678800501e-14,-0.001601376340986521,-0.16022722519625146,-0.3173146177304876,57.67890834845816,-59.46114871391899,0.44720237013096664,60.138884571830495,-53.839225057623324,-1.4210854715202004e-14,1,-1.4210854715202004e-14,0.0015984531801310385,-0.03339825627864444,-0.10710495316086543,-46.78241722594929,59.46115498470341,0.2117254491156686,-45.23883852215896,55.809157962780844,7.105427357601002e-15,1,7.105427357601002e-15,-0.001613478633547179,-0.27818608204105033,-0.48507169467762257,-60.964884607292824,-59.46114526079295,2.641739898976695,-57.67800806214511,-55.0265900838109,1.958804454175855,0,1.958804454175855
0.029166666666654874,0.016203703703703703,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.5324074074076769,0.06352192386425118,-1.6327472668379182,0.001330400062358811,0.001764681221291925,0.0,-5.625879297508197,0.0018647158969736484,0.100429967703966,0.09981201192628683,74.10747440127682,59.46117416303622,0.11971069422309455,74.31279574435871,60.17369628729444,2.842170943040401e-14,1,2.842170943040401e-14,-0.0018676066154418062,-0.1614747246461329,-0.3190053341537023,57.67890834845817,-59.461148713918995,0.4501937897978152,60.13841905415704,-53.83926013295219,7.105427357601002e-15,1,7.105427357601002e-15,0.0018638927292119873,-0.03413512006203716,-0.10857659910814509,-46.7824172259493,59.461154984703406,0.21329813296820532,-45.23909449057319,55.80914129775301,7.105427357601002e-15,1,7.105427357601002e-15,-0.001882558430562197,-0.27949929420411,-0.4827406426154325,-60.74556909084027,-59.46114526079296,2.7897904212445397,-57.456730809488405,-55.026638303956794,2.116048132686018,0,2.116048132686018
0.03333333333331986,0.018518518518518517,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.6084656084659165,0.07255807132826889,-1.635108173532566,0.001519652692290225,0.00201250312590462,0.0,-5.580337990366131,0.00213006643528389,0.09902386037207873,0.09823213909698944,74.10747440127676,59.461174163036226,0.11994053179164155,74.43351361343451,59.160617944280006,-6.394884621840902e-14,1,-6.394884621840902e-14,-0.0021334980152250957,-0.16272734224745744,-0.3207008507407623,57.67890834845814,-59.461148713918995,0.4532078695097823,60.20635892749144,-53.862160746071055,-2.842170943040401e-14,1,-2.842170943040401e-14,0.0021289078343909346,-0.034879005653066404,-0.11005212905677297,-46.782417225949246,59.46115498470342,0.21486680227734922,-45.23935194747309,55.8091244628745,4.973799150320701e-14,1,4.973799150320701e-14,-0.0021515667743865676,-0.280747079397816,-0.48016516086813,-60.5149788267089,-59.461145260792954,2.9407702128957425,-57.224077000521575,-55.02668463184015,2.2768711519156923,0,2.2768711519156923
0.03749999999998484,0.020833333333333332,SHORT STRIDE,25.0,1.0,18.253968253968257,0.5555555555555556,32.85714285714286,23.0,7.5,0.6845238095241559,0.08157887013753223,-1.6377778151415994,0.0017085838607481803,0.002258622251953346,0.0,-5.518981781333755,0.0023949907749246675,0.09761284482230617,0.09664763388528287,74.1074744012768,59.46117416303622,0.12019506603677144,74.43341138170716,59.160608744945044,0.0,1,0.0,-0.0023989948856088807,-0.16398539422843492,-0.32240156891363203,57.67890834845816,-59.46114871391899,0.456265241483635,60.205887917336106,-53.8621964588596,-1.4210854715202004e-14,1,-1.4210854715202004e-14,0.0023934436093331316,-0.035630301821949,-0.1115319570030909,-46.782417225949274,59.461154984703406,0.21643139706708325,-45.23961086345972,55.80910746215461,2.1316282072803006e-14,1,2.1316282072803006e-14,-0.002420455228286289,-0.28191832323761984,-0.4773399411251965,-60.27315423606025,-59.46114526079294,3.094281262214494,-57.04046520164165,-54.95045033662613,2.4408055640801223,0,2.4408055640801223
